Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
tspe_3,beliefs_about_aana,,radio,3. Going to AA/NA meetings would help me remember why I want to stay sober.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_4,beliefs_about_aana,,radio,4. I could learn a lot by working on the Twelve Steps of AA or NA.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_5,beliefs_about_aana,,radio,5. Being part of AA/NA would make me feel more hopeful.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_6,beliefs_about_aana,,radio,6. Many people have encouraged me to go to AA or NA.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_7,beliefs_about_aana,,radio,7. I would get bored easily at AA/NA meetings.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_8,beliefs_about_aana,,radio,8. I would feel embarrassed going to an AA/NA meeting.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_9,beliefs_about_aana,,radio,9. Going to AA or NA would depress me.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_10,beliefs_about_aana,,radio,10. I would feel very nervous going to an AA/NA meeting.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_11,beliefs_about_aana,,radio,11. I would not want to speak in front of a group at an AA/NA meeting.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_12,beliefs_about_aana,,radio,12. I do not think I would like the people I meet at AA/NA.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_13,beliefs_about_aana,,radio,13. I don't want people at AA or NA telling me how I should lead my life.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_14,beliefs_about_aana,,radio,14. I don't want to hear other people talk about their problems at AA/NA meetings.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_15,beliefs_about_aana,,radio,15. I feel very uncomfortable with the religious (or spiritual) aspects of AA/NA.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tpse_16,beliefs_about_aana,,radio,16. I don't have enough time to attend AA/NA meetings.,"1, Strongly disagree | 2, Disagree | 3, Tend to disagree | 4, Tend to agree | 5, Agree | 6, Strongly agree",,,,,,,y,,,tspe_positive,,
tspe_positive,beliefs_about_aana,,calc,TSPE Positive Score,sum([tspe_1]+[tspe_2]+[tspe_3]+[tspe_4]+[tspe_5]+[tspe_6]),,,,,,,,,,,, @HIDDEN-SURVEY
tspe_negative,beliefs_about_aana,,calc,TSPE Negative Score,sum([tspe_7]+[tspe_8]+[tspe_9]+[tspe_10]+[tspe_11]+[tspe_12]+[tspe_13]+[tspe_14]+[tspe_15]+[tpse_16]),,,,,,,,,,,, @HIDDEN-SURVEY
rcope_intro,religious_experiences_intro,,descriptive,"For the next section, you will be asked about spiritual experiences. Please read each statement and indicate how often you have either felt any of the ways mentioned, or done any of these things in the past 30 days. 

For each question, ""God"" refers to ANY higher power as you experience him/her, whether as part of a formal religion or not. 

Please click ""submit"" to continue. 

 ",,,,,,,,,,,,,
brc1,religious_experiences,,radio,1. Looked for a stronger connection with God.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc2,religious_experiences,,radio,2. Sought God's love and care.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc3,religious_experiences,,radio,3. Sought help from God in letting go of my anger.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc4,religious_experiences,,radio,4. Tried to put my plans into action together with God.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc5,religious_experiences,,radio,5. Tried to see how God might be trying to strengthen me in this situation.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc6,religious_experiences,,radio,6. Asked forgiveness for my sins.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc7,religious_experiences,,radio,7. Focused on religion to stop worrying about my problems.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc8,religious_experiences,,radio,8. Wondered whether God has abandoned me.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc9,religious_experiences,,radio,9. Felt punished by God for my lack of devotion.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc10,religious_experiences,,radio,10. Wondered what I did for God to punish me.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc11,religious_experiences,,radio,11. Questioned God's love for me.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc12,religious_experiences,,radio,12. Wondered whether my church  or other community of worship had abandoned me.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc13,religious_experiences,,radio,13. Decided the devil made this happen.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc14,religious_experiences,,radio,14. Questioned the power of God.,"0, Not at all | 1, Several days | 2, More than half the days | 3, Nearly every day",,,,,,,y,,,brief_religious_coping_scale,,
brc_rel,religious_experiences,,checkbox,15. Please identify your religious affiliation.  ,"0, Atheist | 1, Agnostic | 2, Protestant | 3, Catholic | 4, Muslim | 5, Jewish | 6, Hindu | 7, Buddhist | 8, Baptist | 9, No religious affiliation | 10, Non-denominational Christian | 15, Other",,,,,,,y,LH,,,,
brc_rel_other,religious_experiences,,text,"16. If you marked ""other"" above, please define here: ",,,,,,,[brc_rel(15)] = '1',y,LH,,,,
brc_pos_subscale_tot,religious_experiences,,calc,Positive Religious Coping Total ,"sum([brc1],[brc2],[brc3],[brc4],[brc5],[brc6],[brc7])",,,,,,,y,,,,, @HIDDEN-SURVEY
brc_neg_sub_tot,religious_experiences,,calc,Negative Religious Coping Total,"sum([brc8],[brc9],[brc10],[brc11],[brc12],[brc13],[brc14])",,,,,,,y,,,,, @HIDDEN-SURVEY
mindful_intro,mindfulness_intro,,descriptive,"The next set of questions are about how much attention you pay to the things going on around you. Rather than indicate what you think you SHOULD DO, try to mark the answer for what you think you most likely WOULD DO in each situation.  

Please click ""submit"" to continue.",,,,,,,,,,,,,
maas1,mindfulness_inventory,"Please read each question carefully and select the best answer.  
",radio,1. I could be experiencing some emotion and not be conscious of it until some time later.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas2,mindfulness_inventory,,radio,"2. I break or spill things because of carelessness, not paying attention, or thinking of something else.","1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas3,mindfulness_inventory,,radio,3. I find it difficult to stay focused on what's happening in the present.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas4,mindfulness_inventory,,radio,4. I tend to walk quickly to get where I'm going without paying attention to what I experience along the way.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas5,mindfulness_inventory,,radio,5. I tend not to notice feelings of physical tension or discomfort until they really grab my attention.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas6,mindfulness_inventory,,radio,6. I forget a person's name almost as soon as I've been told it for the first time.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas7,mindfulness_inventory,,radio,"7. It seems I am ""running on automatic,"" without much awareness of what I'm doing.","1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas8,mindfulness_inventory,,radio,8. I rush through activities without being really attentive to them.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas9,mindfulness_inventory,,radio,9. I get so focused on the goal I want to achieve that I lose touch with what I'm doing right now to get there.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas10,mindfulness_inventory,,radio,"10. I do jobs or tasks automatically, without being aware of what I'm doing.","1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas11,mindfulness_inventory,,radio,"11. I find myself listening to someone with one ear, doing something else at the same time.","1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas12,mindfulness_inventory,,radio,"12. I drive places on ""automatic pilot"" and then wonder why I went there.","1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas13,mindfulness_inventory,,radio,13. I find myself preoccupied with the future or the past.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas14,mindfulness_inventory,,radio,14. I find myself doing things without paying attention.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas15,mindfulness_inventory,,radio,15. I snack without being aware that I'm eating.,"1, Almost Always | 2, Very Frequently | 3, Somewhat Frequently | 4, Somewhat Infrequently | 5, Very Infrequently | 6, Almost Never",,,,,,,y,,,maas,,
maas_total,mindfulness_inventory,,calc,Total MAAS Score,sum(([maas1]+[maas2]+ [maas3]+[maas4]+[maas5]+[maas6]+ [maas7]+[maas8]+[maas9]+[maas10]+ [maas11]+[maas12]+[maas13]+[maas14]+ [maas15])/15),,,,,,,,,,,, @HIDDEN-SURVEY
ty_baseline,thank_you,,descriptive,You have completed this assessment. Your therapist and attending physician will have the results of this activity.  ,,,,,,,,,,,,,
ioc_intro,impression_intro,,descriptive,"On the next page, you will indicate how you would describe the change (if any) in ACTIVITY, LIMITATIONS, SYMPTOMS, EMOTIONS, and OVERALL QUALITY OF LIFE, specifically as it relates to your substance use disorder SINCE BEGINNING CARE AT THE FRC. 

Please read all of the choices and then mark the number that best describes your degree of change. 

Please click ""submit"" to continue. 

",,,,,,,,,,,,,
p_i_c_completed,impression_of_change,,yesno,Was measure completed?,,,,,,,,y,LH,,,, @HIDDEN-SURVEY
patient_impression_change,impression_of_change,,radio,"1. Since beginning treatment at the Florida Recovery Center, how would you describe the change (if any) in your activity, limitations, symptoms, emotions and overall quality of life, related to your substance use disorder?    ","1, 1. No change (or condition has gotten worse) | 2, 2. Almost the same (hardly any change at all) | 3, 3. A little better (but no noticeable change) | 4, 4. Somewhat better (but the change has not made any real difference) | 5, 5. Moderately better (and a slight but noticeable difference) | 6, 6. Better (and a definite improvement has made a real and worthwhile difference) | 7, 7. A great deal better (and a considerable improvement that has made all the difference)",,,,,,,y,,,,,
ty_fu,thank_you_18ef42,,descriptive,"You have completed the 28-day follow-up assessment. The results of this assessment will be send to your treatment team with 2 business days. 

Thanks for your time.   ",,,,,,,,,,,,,
dc_pte,patient_treatmetn_experiences,,descriptive,"You have just completed the last of the assessment measures, and since you are discharging, we would like to ask you to provide some information about your treatment and time here at FRC. This is your opportunity to give us your opinion (whether it is good or bad) about the treatment you have received at the Florida Recovery Center. 

You will complete this on paper. The information will go directly to the administrative quality improvement team, and will not be shown to your therapist or any other member of the treatment team, so there is no need to be concerned about hurting anyone's feelings.    

I will now explain each section of the paper survey to you. 

",,,,,,,,,,,,,
p_i_c_completed_v2,impression_of_change_dc,,yesno,Was measure completed?,,,,,,,,y,LH,,,, @HIDDEN-SURVEY
patient_impression_change_v2,impression_of_change_dc,,radio,"1. Since beginning treatment at the Florida Recovery Center, how would you describe the change (if any) in your activity, limitations, symptoms, emotions and overall quality of life, related to your substance use disorder?    ","1, 1. No change | 2, 2. Almost the same | 3, 3. A little better | 4, 4. Somewhat better | 5, 5. Moderately better | 6, 6. Better | 7, 7. A great deal better",,,,,,,y,,,,, @HIDDEN-SURVEY
tg_1,treatment_goals_and_safety,Treatment Goals,radio,1. Were you asked about your treatment goals and needs?,"0, No | 1, Yes",,,,,,,,,,treatment_goals,,
tg_2,treatment_goals_and_safety,,radio,2. Were you involved in creating your treatment goals?,"0, No | 1, Yes",,,,,,,,,,treatment_goals,,
tg_3,treatment_goals_and_safety,,radio,3. Have your treatment goals and needs been met?,"0, No | 1, Yes",,,,,,,,,,treatment_goals,,
tg_3a,treatment_goals_and_safety,,radio,3a. Would you like to provide any comments for #3?,"0, No | 1, Yes",,,,,,,,,,treatment_goals,,
tg_improve_services,treatment_goals_and_safety,,yesno,4. Can the safety of the FRC program be improved?     ,,,,,,,,y,,,,,
tg_imp_svcs_comments,treatment_goals_and_safety,,notes,4a. If Yes-comments,,,,,,,[tg_improve_services] = '1',,LH,,,,
pte_1,patient_tx_experiences,Please rate HOW MUCH the following aspect(s) of your treatment experience have helped you on your path to recovery:,radio,1. 12-Step meetings,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_2,patient_tx_experiences,,radio,2 .Emerging adults groups,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_3,patient_tx_experiences,,radio,3. Community meetings,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_4,patient_tx_experiences,,radio,4. Education/lectures,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_5,patient_tx_experiences,,radio,5. Exercise/gym,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_6,patient_tx_experiences,,radio,6. Family therapy sessions (in person or via phone),"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_7,patient_tx_experiences,,radio,7. Family workshop (monthly),"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_8,patient_tx_experiences,,radio,8. Individual sessions-primary therapist,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_9,patient_tx_experiences,,radio,9. Meditation,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_10,patient_tx_experiences,,radio,10. Monitored professionals program,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_11,patient_tx_experiences,,radio,11. Music group,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_12,patient_tx_experiences,,radio,12. Resentments groups,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_13,patient_tx_experiences,,radio,13. Physician visits,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_14,patient_tx_experiences,,radio,14. Powerlessness group,"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
pte_15,patient_tx_experiences,,radio,15. Process group-primary therapist (with primary therapist),"0, Did not participate | 1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, Extremely",,,,,,,,,,pte_ratings,,
